review_id,user_id,business_id,stars,useful,funny,cool,text,date
cr5FQFd3b8TTYoYhiJql8w,qHEqQYFACPJV_5v_Y5YAmA,H1ZTsd_d-wvunsT3ZmoBvg,3,0,0,0,"Servers were attentive but pizza took over 30 minutes, and that seemed to be the average for any order. Volcano Buffalo Pizza was pretty tasty. Celery on a pizza, who knew?!?!",2018-05-08 17:43:51
e3a_XpmlbeRdG1sp-9xSIg,TuMx2zz07k-q-e2Tl9cYpQ,3BNO6PRQVJFGlHLar3na_w,1,0,1,0,"Walked up with a group to serve 10 - parents and kids.  After trying to get someone to come to walk up window, we left because they were ignoring us 5-10 minutes and no one else was waiting for walk up service.",2015-07-28 17:48:41
PhjS5WTZg4NCgUZQ0WaU7w,sO5b8D6Mj5rQj7EFSz557g,XMGjDIAFbu9VSmWDs-Ev5w,4,2,0,1,"This place is brilliant. If someone were to visit me in St Louis, and ask for me to take them to a place that best captures the essence of St Louis; this place would be it. Located in the heart of South City on Morganford, The Haven is all you can imagine in your quintessential neighborhood bar.  The inside is like a shrine to St Louis traditions. Walls glittered with plaques of the arch and Cardinals greats. Neon beer signs illuminate the hard wood walls; and make you feel like you're at your uncle's basement all over again. Here is a place to get to know the real locals, the real St Louisians who have lived here their whole lives. As I sat here, I observed how everyone knew each other, chiming in here and there about how so and so's daughter is doing, and etc, etc. The wait staff was warm and welcoming, and the bar is a place where you can sit back and be yourself.  I'm happy I discovered this gem, and the visit still sticks with me, because of how it brought me closer to know the city better.  I highly recommend anyone not from here to check this place out.",2013-01-27 18:05:15
JB2erSvN9-gNJHi5EAUVhw,r9d-6FciGCY6rjqcif0agA,6FvC6w810uf6O7Ocd6Wpog,3,2,0,0,"Small menu, seems like a neighborhood diner atmosphere. We had the biscuits and gravy and the slinger, which comes with sausage instead of hamburger. Iced coffee is truly just black coffee served over large chunks of ice. Food was good, but nothing was great. Very small dining room with family style communal seating. First time trying, but probably won't be back.",2018-01-21 19:59:37
Ol2H02qnmJKbE7gnYgKNJA,FbuN27qY5vYmHcXPO5H8bQ,6FvC6w810uf6O7Ocd6Wpog,3,0,0,0,"Was in town looking for breakfast places and this place had a super high rating.  I'm pretty picky when it comes to ordering biscuits and gravy because I like the way I make them.  Lots of sausage in the gravy and a bit of pepper.  I gave it a try.  The sausage gravy was very tasty as was the orange juice.  I didn't enjoy the biscuits.  They were very hard and smothering them in gravy didn't help much.  I also thought this place deserved more than one dollar sign.  It was a bit pricy.  All in all, pretty good.",2018-01-21 16:45:35
YsJc8mhp1al7B7IxXbH4cw,RsXD9yyCezRqIPnmNQg8cQ,fsrclV85MTmg3npCmpxOuw,5,0,0,0,First impressions are lasting. They nailed it!  Thank you for your support of our military and first responders.,2017-05-13 15:29:32
p6a0RpE7E3ydxpUHeFB1-Q,-0KrCHEsOcjJ6N4k_k1A9A,gEJ3a8-m6VB827e6GHromw,4,0,0,0,This calzone shop offers an array of calzones and sauces on the side to choose from. There are enough options to offer variety but not so many that younger overwhelmed. The atmosphere is great with several community tables or tables to easily seat larger parties. We went at dinner time on a Saturday and had no problem finding a seat.,2018-04-15 12:19:40
IViQW4ZINEG7WoSl-AWROQ,_nWCTrwE4yRNDR8xJE9o8w,JgTSG4rIDf20Kgp6U_asng,5,0,0,0,Excellent deep dish pizza. Prolly the best local pizza in St. Louis. Come early on thur-sat night as it takes a long time to cook.,2014-10-27 02:25:45
Hr1QfdNpv8V4MvKhUXbZNQ,NnedeLVdYvq9HHEYPWV1WA,QrO4-F28JK4mQLP3eDbQ0A,5,2,0,1,"This is a destination restaurant perfect for a special night out. Its uniqueness makes it a perfect place to impress someone. As a more recent addition to the Bailey's group of restaurants, L'Acadiane is on par with the quality they are well known for.

If you're a fan of New Orleans style or southern food in general, you will love the St. Louis twist they put on the food here. There is just enough kick to it without being overpowering. We tried a bit of everything. The poblano grits were a favorite as well as the roffignac cocktail made with sparkling rosé- a perfect blend between the raspberry and lemon. 

Randall, our server was super patient. He realized we were there to take our time, and we did not feel rushed. He did his best to answer questions and cater to allergies. Many of the menu items contain shrimp, but they are well aware this is a problem for many people and can make accommodations. 

Give them a try for a southern experience close to home!",2018-06-09 11:32:20
3gemDhtP0-ehY2nJk2cSkQ,LBV8oWri3DhnlzY7fFqUFA,JgTSG4rIDf20Kgp6U_asng,5,1,0,1,"Oh Black Thorn, how do I love thee?  Let me count the ways...

My first visit here was love at first sight.  Before I took a bite of pizza or a sip of the finest brew served there, I was hooked.  Pinball machines.  Ms Pac Man.  You had me at hello.  And an amazing juke box to go along with it all.

So the pizza.  Folks, do not eat all day and I bet you cannot eat more than two pieces.  The any and all chicago deep dish has literally everything but the kitchen sink on it.  Beware if you do not like jalepeno peppers because they are loaded up on there.  You can create your own from an array of toppings or sometimes, I just like the cheese pizza.  Folks, I swear the cheese pizza alone must weight ten pounds.  

Excellent ambiance.  Not a place to go if you are in a hurry as you will wait at least one hour on a Chicago style pizza.  Great place to go on a Friday night.  Get caught up with friends and just sit around shooting the shit.  Excellent beer selection especially on tap.  

Do your tastebuds a favor and go!",2011-06-29 17:19:42
L4WvY8zRCnuZqG6Hx3wA7A,3VQgahanz35nWEfDDTVrUg,1wC41D8PLqOldFPUVAZ3tA,1,0,0,0,Freaky fast is a joke here.  It regularly takes over a hour to receive a lunch delivery from this location.  After three instances of this I am done.  I will not order from this location again.,2018-05-08 17:25:35
-rMW2uXk2Jbw5NNxrgbfFg,aoIRnSCUBx5q2E6Fr4U2OA,rH0FgPdxWWhH4YFz4mempg,3,0,0,0,Good customer service. Great manager. Louder than most micjy D's. Good iced coffee. Like the app. Buy 1 get one for a penny.,2018-08-04 20:27:35
U1Sr5DvpPE9JHLvgXPR65w,C2YmY8y8Ht_4PqjazU6mrw,sHMDnw6XQMzQHLFciTT9Ig,5,0,0,0,"Called service 5:15 pm Wed and they had appt window narrowed to between 9 and 10 am the next day.  Andy Y  arrived punctually, made diagnosis inside of 10 minutes and provided reasonable options for blocked drain pan n valve leading to recurring locked freezer drawer on 7 yo Samsung reefer.  Got the drawer to open, removed ice, stripped unit down front n back, cleaned dual freezer compartment drain tubes showing both to me, filled with very gnarly, moldy scummy stuff.  I paid the $89 minimum diagnostic fee plus another $54 or so as Andy's work came to $143 which the minimum fee was credited toward.  I could have googled more self repair vids, spent thrice the time making a mess and twice the $$$ for Andy or others to fix my inevitable misadventure.  So naturally I was very happy to get my freezer back in less than 24 hours for $143.  Your mileage may vary!",2017-12-16 02:57:21
BB1XYoSZd65Qa-OBh0FMFQ,WxfcSFiz7U8roEBcZ21JPA,JgTSG4rIDf20Kgp6U_asng,4,1,0,0,"Great pizza! Worth the wait and atmosphere, don't expect good service esp on the weekends. If you are eating there call your pizza in before you get there! Seriously! Call or you will get annoyed on the wait.  It's a dive.",2009-03-02 00:21:16
9y8SAwRs2uun-0TkxrfcNg,Svm3s1jtKtVZW5ipXx4DXg,-bGw8ARHQucKWEHEkxpGFw,5,0,0,0,"I dig this place. Great Cobb salad. Great flatbreads. Amazing BBQ sandwich. Super solid ingredients, pretty good service and a nice cafe environment. Not the cheapest place in the world, but it has delicious food. Always worth it.",2013-10-24 19:45:13
evMCBZZHITAIv8LPYc7_6g,616rg1PNASXCnULIG1H9eQ,MuKoTR56s6elHEI2wUkgJA,5,4,3,5,"Rick Lewis is pretty much Mark McGwire. The guy just keeps hitting home runs when he opens restaurants. First Southern and now Grace Meat + Three. By the way, I do realize McGwire took steroids but who didn't back then? It was the thing to do in the 90s! As was the Macarena. What a time to be alive!

I met my brother here for a ""cheat day"" meal. I couldn't think of a better place to ruin all my hard work in the gym and in the kitchen than at this new southern cuisine hot spot in the Grove.

In order to get a taste of a few things we split a half hot chicken and half rack of BBQ pork ribs.  Our four sides: cornbread, Mac and cheese, fried potatoes, and greens.

Review:
Hot chicken: unlike Lewis' other hot chicken place, Southern, this place only has one heat level. It's certainly spicy but not too spicy. As expected, the chicken was big, juicy, and crispy. It got my nose running and eyes watering. Loved it! It's pretty much what you'd get at Southern from what I could tell. That's good!  

BBQ Ribs: Not overly meaty but plenty filling and topped with an excellent, sweet glaze. More than likely I'll be going for the hot chicken over the ribs from now on but that's 100% because the hot chicken is the Mayor of Flavor Town.

Fried potatoes: ours were fresh out of the oven. Very crispy, thick, and good seasoning.

Mac and cheese: not bad. Could have been more cheesy(everything in the world could be more cheesy, though, in my opinion). The crumble on top added a nice flavor.

Cornbread: Tasty. Not too sweet. More bread than corn...whatever that means...wink wink.

Greens: I'm not a greens guy but my brother liked it.

Conclusion paragraph:
I had high expectations going in. Especially since I've limited my carbs and calories for the last two weeks. A bad cheat meal would have = a sad Scott. However, I was very pleased with everything and highly recommend this to anyone looking to get some belt busting southern food!",2017-10-02 13:48:36
an5D0qF_cQlq8npZgHTsxw,y1rYWD473P7wVmIgANHFSg,VgGITb54IIb1G0gSVt3gkw,2,1,0,0,"I would NEVER stay here again. Maybe they gave us a crappy room because I used reward points. I used to travel approx 120 nights a year for work and was loyal to the IHG chain. Sadly, some locations do not warrant a return visit - this is one of them. 

It's been about a month so I may be forgetting some details but what is clear in my memory is not to return. The lobby was updated and seemed nice and the room itself had a basic update. However, the toilet was set at an awkward angle and the bathroom ceiling sprinkler and fixtures were rusting. 

The worst part was waking up to what sounded like a live porno in a neighboring room. Yuck. 

It was nice being close to some great Italian restaurants but you couldn't pay me to stay here again.",2016-05-31 02:49:28
5VlU25R6HJLXK6NKSUY39A,fnBAgDX4D9mNgQZsjFCoog,JgTSG4rIDf20Kgp6U_asng,4,0,0,0,"I lived in chicago for a while...and whenever I crave chicago style pizza...and have 2-3 hours to kill this is where I go.  The other reviewer is right-- the sauce can be hit or miss...but when it hits...you are in heaven.  The crust is almost like a pastry......
I enjoy it.",2006-04-25 22:26:28
jB5kgIwPqcsBAuJ9RbeDGA,Qn5jfucYZK0FRc5C7ijF4A,0z45rM2paE-O-6w63GEi6g,1,8,0,0,"I can grant them that this is the busiest time of the year. Not my choice to move at this time, work directed. - but their consumer service takes piss poor to a new level. Instead of providing name of driver and #, all I get is he will arrive between 8-10 in the morning. Awesome! Quite possibly one of the hottest days of the year here (StL) and they may or may not start loading the truck until 10? Okey dokie. 

And the delivery window is five to eleven days. All of their paper work states I asked for early delivery. I did NOT! Then the kid on the phone says easy enough to drive 2200 miles by Monday. Truck may or may not leave on Wednesday or Thursday. How dare you tell me how far I can or will drive.",2017-07-18 21:23:44
pu3SZNd22f7eXLKNz6Pruw,50iQjmLWVXzJGKaHt-A93A,XMGjDIAFbu9VSmWDs-Ev5w,4,3,0,0,I gave 4 stars because I agree they did a great job of bringing this place back up to date. I have been for lunch 5 different times now. Working my way down the menu is fun. I haven't found anything I don't like yet. The price is reasonable and the staff is friendly. Plus it's in the neighborhood!,2010-07-08 18:14:04
SEZ_wEE6kybz8gpR4FwHzw,juCCtaJST_J-49l3fT3nSg,H1ZTsd_d-wvunsT3ZmoBvg,1,0,1,0,No military discount for my son headed to Kuwait to serve our county! Shame on you all! All other places were happy to give the standard discount. Unacceptable!,2017-12-29 14:39:09
B4nqOw82ztr6lIGKftxZrg,Nnt_lN31bp3EuuudFXIbDw,H1ZTsd_d-wvunsT3ZmoBvg,4,0,0,0,"Every time I stop by an Italian restaurant, I forget they're there to feed the starving family in you. My gosh, my meal was never ending. Alfredo sauce was pretty good. Standard to what I expect my white sauce to be -- rich and creamy. I also ordered a side of the meatball because it seems to be their specialty. Cooked through without being too tough. The meat tasted well seasoned without overpowering and despite the clashing sauce, was pretty good to eat together. Blasphemous maybe, but I enjoyed it. I will stop by for a meal next time I'm in STL.",2018-09-03 01:54:33
XmbpJESOj2RMMlbK-sTAAA,EEHhOCVA244vaWIosmN69A,mA1v8uVY5IzQfOyVy7xbTw,5,1,1,1,Awesome! Great place. The staff are friendly and met all our needs. Very great energy. Each shake is handmade to perfection like a work of art. If you are diabetic this is a no no for you. It was soooo good! The owner even came out and spoke with customers. She has such a beautiful spirit! So happy we stopped by! We couldn't even eat it all. My recommendation is to share.,2017-05-13 20:19:52
nWkebDbGcYKgz0HTPBD5TA,tjbGybdMSNyW73-Cgx5HHg,-bGw8ARHQucKWEHEkxpGFw,4,2,0,0,"I REALLY enjoy the food here.

Pros:
1) lots of seating and spacious - you're never scrunched up against other people
2) outdoor seating
3) food is FABULOUS
4) TONS of variety of food and drinks (e.g., more than 15 varieties of hot tea, four varieties of iced tea)
5) discounts if you bring in your own cup as well as a punch card to earn free stuff
6) free wifi
7) seasonal foods as well - including a great blueberry season (O.M.G.!!)
8) clean and well stocked
9) lots of parking - always able to find a spot (and right next to a FedEx)
10) locally/family owned - gotta love and support that

Cons:
1) with so much seating they need to invest in some sound dampening materials.  It is SO LOUD when there are many people there.  And when there aren't - you feel like other people can hear you.  I never feel like that at Bread Co. - busy or not.
2) the prices are a little high.  Not a lot.  Just a little too high.

That's it.  I love going to the Daily Bread.  I love how lovely they staff are.  They're very helpful and patient.  I try to meet with people here as often as possible.  My kids love it and we have never had a bad menu item.",2012-09-10 16:07:49
csOJFfyue6NATFipoQNQsg,ZLg3HQyG7z1HqwTjlMhljA,MuKoTR56s6elHEI2wUkgJA,5,0,0,0,Came to STL for a wedding and was lucky enough to have my air B and B above this amazing bbq joint. They have a smoker outside that is cooking all day making the surrounding area smell heavenly. I order the fried Korean ribs which had a nice Smokey flavor. We also tried the fried cat fish (we ordered spicy and they're not messing around ) cooked perfectly with a corn meal breading. The fried green tomatoes were nice and had a tangy sauce on the side. Do yourself a favor and get some moonshine as well,2018-06-09 02:31:31
7lARj8-khF8dlkE-uUXMWQ,ursXzRu2j5nGqx_Q_8QYLw,QrO4-F28JK4mQLP3eDbQ0A,4,1,0,0,"Love the revised interior very much NWO style/Parisian bistro style. It is cozy.  Conversation & cocktails were enjoyable versus TVs and sports.  Service was friendly and prompt.  Drinks, we tried several of the house cocktails of Sazarac's (repeated numerous times) & Joe Christmas were very solid.  Kudos to the mixologist - not everyone can consistently craft cocktails - at least in my extensive research.
Also various local draft beers were tried and a Bordeaux for good measure.
Apps of blackened shrimp and hominy hush puppies were tasty.  Dinner ranged from Blackened Red Fish Po'Boy served w/ Cajun chips, crab stuffed Missouri catfish to Shrimp & Grits. All were pleased with our choices and nothing remained once we were done. Dessert of Whiskey Caramel baked Alaska was shared.  All three of us agreed L'Acadiane hit all the marks on our list of solid cocktails, local beers, good wine; delectable food, great service and atmosphere that makes you want to linger.",2017-12-29 16:23:37
fdK0Ic8aKMnyJiin5ag3Zw,HNS4OvSUuuAH-JYdWA37vw,6FvC6w810uf6O7Ocd6Wpog,5,0,0,0,"Decided to try this out for a late morning Sunday brunch option.  Tried the classic breakfast, a nest egg and a hand squeezed OJ.  Firstly - super excited about housemade biscuits.  Its really shocking to me that very few places bother to do this.  Gravy was tasty, but could have used a little more.  Now, in all fairness, I treat gravy like an entree as opposed to an accompaniment, so for ""normal"" folk, you may find the gravy quantity acceptable.  I went with bacon, which was really good - thick slices, nice and crispy.  And my eggs were cooked perfectly to order.  I really liked the crispy potatoes, as well.  Two, small whole potatoes, well seasoned and seared on the outside.  The OJ was fresh and tasty - not too tart. 

My friend had the nest egg.  She thought it was really tasty, but since I didn't try it, I don't have much to say about that. 

I think the food is excellent.  I will agree with other reviews - not a fan of the community seating.  We didn't have an issue finding a seat and people did move along quickly, but since folks tend to want to catch up over a meal, you don't really have the privacy or the space to do that here.  I am hoping the excellent food results in more seating!!",2016-09-18 21:22:18
QRQBIbNJni8Gzps8BxwsZg,SIm4eyOSMPoihSntiy-oVw,FMuJ_VDsJU_wjGi0V9J_Bw,5,0,0,0,The best Indian flavor in the St. Louis area has a new location. Lucky me! If you're craving Indian or wanting to try it for the first time then search no more. Try the Lunch buffet or go for dinner. You'll love the flavors from Spice of India! My favorite is the Chicken Tikka Masala!,2017-04-30 18:26:35
Eqn_SKQegyIG0K1xyXPfSQ,Vaw5DUlK46KrmyDIX3cYbw,-yu4koRugjxrnsey25oIuw,5,1,1,2,"FINALLY SOMEBODY GIVING SWEETIE PIES SOME TYPE OF COMPETITION! 

Had the smoked pork steak it was excellent - so tender it was falling to pieces! I also had enough to take home & warm up later. 

The dressing was tasty as well - a difficult feat.

Didn't get to try the banana pudding or shrimp and grits but I'll definitely make my way back!",2016-10-01 13:09:12
EFZI2_o5rTZCulRylCgSMQ,kx1AyDQfkPHSkPstBQlDzg,-D_L4GHXJQvy2wv0RkrupA,5,1,0,1,"Normally, evaluating a fast food chain would be absurd but..Church's Chicken rocks! So much better than KFC and if you are nursing a hangover, this hits the spot. The biscuits are buttery, sweet goodness. Mashed taters and gravy consistency is perfection. The right amount of stiffness without being a brick although I recommend a little salt and pepper to spruce up the taste.  Just like I remember from my Southern upbringing. Do not count calories at this place. And no, I do not make it a habit to hit up Church's on a weekly basis. I consider I nice treat every couple of months. Price is good and service is fast even when there is a line and there usually is a line at this location on Lindbergh in South County. If I am going to do fast food, this is my place of choice.",2011-03-20 21:13:43
oaLx56cQV_HOwg7nkW6aRA,GNol-WWaBvfYEO4NndKyVA,6FvC6w810uf6O7Ocd6Wpog,5,0,0,0,"Good breakfast...not all your traditional meals, but fresh and delicious.
I love The Nest, sub with scrambled eggs.  Ask for jelly after you eat the eggs out of the biscuit; they make their own.
Staff is friendly and quick.  Several pastry/baked options at the register.  Yum.  Fresh coffee and lattes",2018-06-26 23:59:07
uONoZJxHTdmQfJ2Ddz_cPg,eAS9OItZO2jcWP4klgXVww,gEJ3a8-m6VB827e6GHromw,5,0,0,0,The duke calzone was super tasty and by far the best calzone I have ever had! You won't regret your decision to eat at Sause On The Side.,2017-07-08 17:20:00
etkkeW-uDi4DEuDpB4Nprw,5JmkZORVlNjIktQaMnwVtw,JgTSG4rIDf20Kgp6U_asng,5,0,0,0,Phenomenal pizza! The sauce is delicious & the crust on their Pizza is unmatched in STL! Don't even get me started on the cheese they use! Absolutely perfect & one of our favorite places to stop for a Sunday splurge!,2016-07-15 22:04:06
cEuZvbStKRfxjGXk_EcU7A,P5I7lIVHBaxq-WEQbdu8Aw,MuKoTR56s6elHEI2wUkgJA,4,0,0,1,"Went here for lunch on a Friday. I got the fried chicken tenders (hot) with the collard greens and macaroni and cheese. All three were really good! It was more than enough for a meal but could have been split in two. The chicken was juicy and well cooked, but if you like spicy food you will need to add more hot sauce. The sides were also well made. I was interested in trying the bourbon whipped sweet potato but I'm glad I didn't. A friend had ordered it but didn't finish it because she said it wasn't good. I tried a bit of it and completely agreed. Idk if it was the bourbon or lack of seasoning but it just was not good. I usually will make plain sweet potatoes at home, boiled or baked, with a little salt and pepper and they have more flavor then this dish had. Other than that, what I enjoyed my meal. I would be interested in trying other options. It was great for a quick lunch, even with a long line we ordered and got our food pretty quickly. The staff was also really friendly.",2017-11-07 02:20:44
SMpXLut1ZjI3F8OBGYdzpQ,bdalWswHTzYC1RDBYLehgw,H1ZTsd_d-wvunsT3ZmoBvg,1,0,0,0,"Heed the warnings. Long lines, poor service, HORRIBLE food. I'm sorry, but everything we were served was just nasty. We had a 3 hour layover and I neglected to look at the reviews prior to us getting a table.

We passed by several tables on our way to our seats and everyone's food looked straight nasty. But we stuck it out and went on and ordered anyway. We started with some cheese sticks. These were so gross. When they arrived on our table, they were soaked with some kind of weird brown juice. I assume it was the oil they were fried in that looked like it was last changed prior to the Exxon-Valdez oil spill back in '89. Horrible, burnt, greasy, and very ""off"" flavor. Our table mate next to us ordered the ravioli bites, they were also covered in the brown oil grease and they didn't even eat 1/2 of them.

Our pasta dishes were equally as disappointing and gross. I opted for the lasagna, and it was NASTY. The pasta itself was overcooked, which I can live with if bolstered by a decent sauce, quality/fresh meat, and good cheese. This lasagna offered NONE of these things. The sauce was the worst offender. Packed with sugar, it was a VERY SWEET, very thin red/marinara sauce. There were no spices or typical Italian seasonings, no garlic, no onion flavor, none of the deep, rich flavors that typically adorn good Italian-style food. The cheese was cheap and rubbery, and there was NO MEAT in the lasagna to speak of. Literally, I had NONE in my dish. It was absent, and sorely needed.

DO NOT EAT HERE. You WILL regret it.",2018-06-26 18:24:20
4wNMdKSqUUzfoXv6-Q1DWQ,WisRT3bV_ed2BuabSPKyjw,EwblShAzTJ4Op6aJZYYuVA,1,0,0,0,"Terrible service. Went at 1pm on a Saturday and waited 25 minutes for my order (there were 2 ppl ahead of me with normal, single sandwich orders). First, the guy didn't know how to make my sandwich (a black forest ham) and skipped to the next guy in line until he could get the girl in the back to come make it, leaving me just standing there getting passed over in line. He then put the condiments on and put on an insane amount of mustard. I didn't ask for extra, I just said mustard, thinking he'd run it back and forth 2 or 3 times and that's it. Nope, he squeezed the crap out of the bottle and completely drenched it. Then he can't work the cash register, only the girl can. Just one thing after another.  

I then go out front to eat and hear a car at the drive thru placing an order on the touch screen kiosk (which is actually a really good idea), but the girl inside is telling them over the mic they have to come inside to order, that they can't place there order in the drive thru. Employees at this location seriously need some training or help. Go to another location if you can.",2017-05-13 19:06:28
ZQq0H4LOKv39YeA8knRQoA,hU2SgWymI-QqGCvZBlzXhg,-bGw8ARHQucKWEHEkxpGFw,4,0,0,0,"My mother and I stopped in here for lunch upon recommendations from friends. I tried the Daily Bread Special and she had the Veggie. We both loved our sandwiches! We also split a bowl of Turkey Noodle soup. That was a nice complement to our meal. We bought a Gooey Butter Cake, too, which was absolutely outstanding. 

Only gripe was marginally friendly staff and a very slim variety of chips. 

Definitely give the Daily Bread a try!",2015-08-06 21:21:04
